"","player","i","pos","age","tm","g","mp_per_game","fg","fga","fgpercent","x3p","x3pa","x3ppercent","x2p","x2pa","x2ppercent","efgpercent","ft","fta","ftpercent","orb","drb","trb","ast","stl","blk","tov","pf","ps_g","mp_total","per","tspercent","x3par","ftr","orbpercent","drbpercent","astpercent","stlpercent","blkpercent","tovpercent","usgpercent","ows","dws","ws","ws_48","obpm","dbpm","vorp"
"76","Baron Davis",2002,"PG",22,"CHH",82,40.5,6.8,16.4,0.417,2.1,5.8,0.356,4.7,10.5,0.451,0.48,2.4,4.1,0.58,1.1,3.1,4.2,8.5,2.1,0.6,3,2.9,18.1,3318,18.2,0.498,0.356,0.252,3.2,8.8,37.3,2.8,1,14.2,23.9,4.4,3.8,8.2,0.118,4.1,0.1,5.2
"77","Baron Davis",2004,"PG",24,"NOH",67,40.1,8.3,20.9,0.395,2.8,8.7,0.321,5.5,12.2,0.448,0.462,3.5,5.3,0.673,1,3.3,4.3,7.5,2.4,0.4,3.2,2.7,22.9,2686,20.7,0.492,0.415,0.251,2.7,9.6,37.9,3.2,0.8,12.1,30.1,4.3,3.2,7.5,0.133,5.9,-0.2,5.2
"78","Ben Wallace",2003,"C",28,"DET",73,39.4,2.9,6,0.481,0,0.1,0.167,2.9,5.9,0.485,0.482,1.2,2.6,0.45,4,11.4,15.4,1.6,1.4,3.2,1.2,2.5,6.9,2873,17.2,0.486,0.014,0.432,11.9,34.9,6.9,2,5.9,14.5,10.2,2.7,7.9,10.6,0.176,-1.9,7,5.1
"79","Ben Wallace",2004,"C",29,"DET",81,37.7,3.9,9.2,0.421,0,0.1,0.125,3.9,9.1,0.424,0.422,1.8,3.6,0.49,4,8.4,12.4,1.7,1.8,3,1.5,2,9.5,3050,17.3,0.441,0.011,0.388,12.5,25.5,7.7,2.6,6.1,12.3,15.3,1.1,9.1,10.2,0.16,-1.6,6.8,5.5
"80","Ben Wallace",2005,"C",30,"DET",74,36.1,4,8.8,0.453,0,0.1,0.111,4,8.7,0.458,0.454,1.8,4.1,0.428,3.9,8.2,12.1,1.7,1.4,2.4,1.1,2.1,9.7,2671,17.4,0.459,0.014,0.467,12.9,26.5,7.6,2.2,5,9.5,15.2,1.8,6.7,8.5,0.153,-1.5,5.4,3.9
"81","Ben Wallace",2006,"C",31,"DET",82,35.2,2.9,5.7,0.51,0,0,0,2.9,5.6,0.514,0.51,1.5,3.6,0.416,3.7,7.6,11.3,1.9,1.8,2.2,1.1,2,7.3,2890,17.5,0.501,0.009,0.637,12.2,25.9,8.2,2.8,4.6,12.9,11.2,3.3,6.9,10.1,0.168,-0.6,6.4,5.7
"82","Bernard King",1982,"SF",25,"GSW",79,36.2,9.4,16.5,0.566,0,0.1,0.2,9.4,16.5,0.568,0.567,4.5,6.3,0.705,1.8,4.2,6,3.6,1,0.3,3.4,3.6,23.2,2861,19.8,0.6,0.004,0.382,5.2,12.8,14.9,1.3,0.4,14.9,25.3,6.6,2.2,8.7,0.147,3.2,-0.6,3.4
"83","Bernard King",1984,"SF",27,"NYK",77,34.6,10.3,18.1,0.572,0,0.1,0,10.3,18,0.573,0.572,5.7,7.3,0.779,1.6,3.5,5.1,2.1,1,0.2,2.6,3.5,26.3,2667,22.7,0.619,0.003,0.403,5.6,12.3,11.1,1.4,0.4,10.7,28.7,8.6,3.5,12.1,0.218,4.4,-0.9,3.7
"84","Bernard King",1985,"SF",28,"NYK",55,37.5,12.6,23.7,0.53,0,0.2,0.1,12.5,23.5,0.534,0.531,7.7,10,0.772,2.1,3.7,5.8,3.7,1.3,0.3,3.7,3.5,32.9,2063,25.2,0.585,0.008,0.424,6.2,11.8,18.6,1.7,0.4,11.7,35.1,5.7,1.5,7.1,0.166,5.8,-1.5,3.3
"85","Bernard King",1991,"SF",34,"WSB",64,37.5,11.1,23.6,0.472,0.1,0.6,0.216,11,23,0.478,0.475,6,7.6,0.79,1.8,3.2,5,4.6,0.9,0.3,4,2.9,28.4,2401,19.1,0.527,0.024,0.321,5.2,9.4,21.8,1.1,0.4,12.9,34.4,1.9,1.6,3.5,0.07,2.4,-2.2,1.3
"86","Bill Cartwright",1980,"C",22,"NYK",82,38.4,8.1,14.8,0.547,0,0,0,8.1,14.8,0.547,0.547,5.5,6.9,0.797,2.4,6.5,8.9,2,0.6,1.2,2.7,3.4,21.7,3150,17.9,0.608,0,0.466,6.6,18.6,7,0.7,1.7,13.2,20.6,7.7,2.1,9.7,0.148,1.5,-0.9,2.1
"87","Bill Laimbeer",1983,"C",25,"DET",82,35,5.3,10.7,0.497,0,0.2,0.154,5.3,10.5,0.502,0.498,3,3.8,0.79,3.4,8.7,12.1,3.2,0.6,1.4,2.1,3.9,13.6,2871,16.6,0.552,0.015,0.353,10,26.3,12.1,0.8,2.2,14.8,16,4.9,3.6,8.5,0.142,0.6,1.7,3.1
"88","Bill Laimbeer",1984,"C",26,"DET",82,34.9,6.7,12.7,0.53,0,0.1,0,6.7,12.6,0.535,0.53,3.9,4.5,0.866,4,8.2,12.2,1.8,0.6,1,1.8,3.3,17.3,2864,19.2,0.59,0.011,0.35,11.8,26,6.8,0.8,1.6,11.1,18.2,7.3,3.5,10.8,0.181,2,0.4,3.2
"89","Bill Laimbeer",1985,"C",27,"DET",82,35.3,7.3,14.4,0.506,0,0.2,0.222,7.2,14.1,0.51,0.507,3,3.7,0.797,3.6,8.8,12.4,1.9,0.8,0.9,1.6,3.8,17.5,2892,18,0.548,0.015,0.26,10.2,27,7,1.1,1.4,9,19.1,5.6,4.1,9.8,0.162,0.9,1,2.9
"90","Bill Laimbeer",1987,"C",29,"DET",82,34.8,6.2,12.3,0.501,0.1,0.3,0.286,6.1,12.1,0.506,0.504,3,3.3,0.894,3,8.7,11.7,1.8,0.9,0.8,1.5,3.5,15.4,2854,17.4,0.559,0.021,0.271,9.4,26.1,7.4,1.2,1.4,9.6,17.7,5.6,4.9,10.5,0.176,0.8,1.9,3.3
"91","Blake Griffin",2011,"PF",21,"LAC",82,38,8.5,16.8,0.506,0.1,0.3,0.292,8.4,16.5,0.51,0.508,5.4,8.5,0.642,3.3,8.8,12.1,3.8,0.8,0.5,2.7,3.1,22.5,3112,21.9,0.549,0.017,0.505,10.2,26.9,18.7,1,1.1,11.7,27.3,6.5,3.4,9.8,0.152,2.2,0.9,4
"92","Blake Griffin",2012,"PF",22,"LAC",66,36.2,8.5,15.5,0.549,0,0.2,0.125,8.5,15.2,0.556,0.55,3.7,7.1,0.521,3.3,7.6,10.9,3.2,0.8,0.7,2.3,3.3,20.7,2392,23.4,0.557,0.016,0.458,10.7,25.1,16.6,1.2,1.7,10.9,26.6,6.6,2.6,9.2,0.185,3.1,1.1,3.7
"93","Blake Griffin",2013,"PF",23,"LAC",80,32.5,7.2,13.4,0.538,0.1,0.4,0.179,7.2,13.1,0.548,0.541,3.5,5.3,0.66,2.3,6,8.3,3.7,1.2,0.6,2.3,2.9,18,2598,22.4,0.572,0.026,0.397,8.7,21.5,19.9,2,1.6,12.8,25.4,6.8,3.9,10.6,0.196,2.9,1.9,4.5
"94","Blake Griffin",2014,"PF",24,"LAC",80,35.8,9,17,0.528,0.2,0.6,0.273,8.8,16.4,0.537,0.533,6,8.4,0.715,2.4,7.1,9.5,3.9,1.2,0.6,2.8,3.3,24.1,2863,23.9,0.583,0.032,0.496,7.7,21.2,19.2,1.6,1.4,11.9,29,8.1,4.1,12.2,0.205,3,1.6,4.8
"95","Bob Lanier",1982,"C",33,"MIL",74,26.8,5.5,9.9,0.558,0,0,0,5.5,9.8,0.56,0.558,2.5,3.3,0.752,1.2,4,5.2,3,1,0.8,2.2,2.9,13.5,1986,17.4,0.596,0.003,0.332,5.5,16.5,16,1.7,1.6,16.6,20.7,3.2,3.4,6.6,0.16,0.8,1.4,2.1
"96","Bobby Jones",1981,"PF",29,"PHI",81,25.3,5,9.3,0.539,0,0,0,5,9.3,0.541,0.539,3.5,4.3,0.813,1.8,3.6,5.4,2.8,1.2,0.9,1.8,2.8,13.5,2046,20.1,0.604,0.004,0.46,8.2,14.6,15.4,2.2,2,14.1,20.8,5.4,3.9,9.2,0.217,2.8,2.2,3.6
"97","Bobby Jones",1982,"PF",30,"PHI",76,28.7,5.5,9.7,0.564,0,0,0,5.5,9.7,0.567,0.564,3.5,4.4,0.79,1.4,3.7,5.1,2.5,1.3,1.5,1.9,2.8,14.4,2181,19.3,0.62,0.004,0.452,5.9,14.1,12,2.2,3,14.1,19.6,4.8,3.4,8.2,0.181,2,2.2,3.4
"98","Brad Daugherty",1988,"C",22,"CLE",79,37.4,7,13.7,0.51,0,0,0,7,13.7,0.511,0.51,4.8,6.7,0.716,1.9,6.5,8.4,4.2,0.6,0.7,3.4,3,18.7,2957,16.2,0.563,0.002,0.488,6.2,19.9,17.3,0.8,1.1,16.9,22.8,3,3.6,6.6,0.107,0.4,0.9,2.5
"99","Brad Daugherty",1989,"C",23,"CLE",78,36.2,7,13,0.538,0,0,0.333,7,12.9,0.538,0.538,4.9,6.7,0.737,2.1,7.1,9.2,3.7,0.8,0.5,2.9,2.2,18.9,2821,18.5,0.594,0.003,0.518,7.1,20.9,14.8,1.1,0.8,15.6,22.2,5,4.6,9.6,0.164,1.2,1.4,3.3
"100","Brad Daugherty",1991,"C",25,"CLE",76,38.8,8,15.2,0.524,0,0,0,8,15.2,0.525,0.524,5.7,7.6,0.751,2.3,8.6,10.9,3.3,1,0.6,2.8,2.5,21.6,2946,19.9,0.583,0.003,0.501,7,25.7,13.9,1.3,0.9,13,24,5.5,3.6,9,0.147,1.5,0.7,3.1
"101","Brad Daugherty",1992,"C",26,"CLE",73,36.2,7.9,13.8,0.57,0,0,0,7.9,13.8,0.571,0.57,5.7,7.3,0.777,2.6,7.8,10.4,3.6,0.9,1.1,2.5,2.6,21.5,2643,23,0.629,0.002,0.528,8.4,23.1,15.3,1.2,1.7,12.9,23.6,8.2,3.5,11.7,0.213,3.9,1.1,4.7
"102","Brad Daugherty",1993,"C",27,"CLE",71,37.9,7.3,12.8,0.571,0,0,0.5,7.3,12.8,0.571,0.571,5.5,6.9,0.795,2.3,7.9,10.2,4.4,0.7,0.8,2.1,2.5,20.2,2691,22,0.635,0.002,0.54,7.3,22.9,17.3,1,1.3,11.7,21.1,8.8,3.9,12.7,0.226,3.7,1.5,4.9
"103","Brad Miller",2003,"C",26,"IND",73,31.1,4.5,9.1,0.493,0.1,0.2,0.313,4.4,8.9,0.498,0.497,4,4.9,0.818,2.5,5.7,8.2,2.6,0.9,0.6,1.6,2.8,13.1,2270,19.3,0.579,0.024,0.535,9.4,20.2,14.5,1.5,1.4,12.5,18.7,6.1,3.4,9.6,0.202,2,1.8,3.3
"104","Brad Miller",2004,"PF",27,"SAC",72,36.4,5.2,10.2,0.51,0.2,0.5,0.316,5,9.6,0.521,0.518,3.6,4.6,0.778,2.7,7.7,10.4,4.3,0.9,1.2,2,3.4,14.1,2621,19.4,0.579,0.052,0.45,8.5,23.3,18.5,1.3,2.3,14.1,17.6,7.1,3,10,0.184,2.2,2.2,4.2
"105","Bradley Beal",2018,"SG",24,"WAS",82,36.3,8.3,18.1,0.46,2.4,6.5,0.375,5.9,11.6,0.507,0.527,3.6,4.5,0.791,0.7,3.7,4.4,4.5,1.2,0.4,2.6,2,22.6,2977,18.4,0.564,0.357,0.249,2.3,11.5,21,1.6,1.1,11.5,27.6,4.4,2.5,6.9,0.112,2.7,-1,2.7
"106","Brandon Roy",2008,"SG",23,"POR",74,37.7,7.2,15.8,0.454,1,2.9,0.34,6.2,12.9,0.48,0.485,3.8,5,0.753,1.1,3.6,4.7,5.8,1.1,0.2,1.8,2,19.1,2792,19.4,0.531,0.184,0.319,3.4,11.2,28.2,1.5,0.4,9.3,24.9,5.9,2.1,8,0.138,3.6,-0.2,3.9
"107","Brandon Roy",2009,"SG",24,"POR",78,37.2,8.1,16.9,0.48,1.1,2.8,0.377,7.1,14.1,0.501,0.512,5.3,6.5,0.824,1.3,3.4,4.7,5.1,1.1,0.3,1.9,1.6,22.6,2903,24,0.573,0.167,0.383,4.4,11.6,25.4,1.7,0.6,9,27.4,10.9,2.6,13.5,0.223,5.9,-0.2,5.7
"108","Brook Lopez",2013,"C",24,"BRK",74,30.4,7.7,14.8,0.521,0,0,0,7.7,14.8,0.522,0.521,4,5.3,0.758,2.8,4.1,6.9,0.9,0.4,2.1,1.8,2.1,19.4,2253,24.7,0.567,0.001,0.358,10.8,16.1,6.4,0.8,5.2,9.4,28.6,6.4,2.6,9,0.191,1.4,0,1.9
"109","Buck Williams",1982,"PF",21,"NJN",82,34.5,6.3,10.7,0.582,0,0,0,6.3,10.7,0.583,0.582,3,4.7,0.624,4.2,8,12.2,1.3,1,1,2.9,3.5,15.5,2825,17.2,0.603,0.001,0.44,13.7,26.6,5.4,1.4,1.7,18.3,18.2,3.6,5.3,8.9,0.152,0.2,1.6,2.7
"110","Buck Williams",1983,"PF",22,"NJN",82,36.1,6.5,11.1,0.588,0,0,0,6.5,11.1,0.59,0.588,4,6.4,0.62,4.5,8.1,12.6,1.5,1.1,1.3,3,3.3,17,2961,18.6,0.611,0.004,0.573,14.1,25,5.9,1.4,2.2,17.7,18.4,5.5,5.9,11.4,0.185,1.4,1.9,3.9
"111","Buck Williams",1986,"PF",25,"NJN",82,37.4,6.1,11.7,0.523,0,0,0,6.1,11.6,0.524,0.523,3.7,5.4,0.676,4,8,12,1.6,0.9,1.2,3,3.6,15.9,3070,15.1,0.565,0.002,0.465,12,24.1,5.8,1.1,1.8,17.5,18.1,2.8,4,6.8,0.106,-0.4,1.2,2.2
"112","Calvin Natt",1985,"PF",28,"DEN",78,34.1,8.8,16.1,0.546,0,0,0,8.8,16.1,0.547,0.546,5.7,7.2,0.793,2.7,5.1,7.8,3.1,1,0.4,2.4,2.3,23.3,2657,21.8,0.604,0.002,0.449,7.9,17.2,12.4,1.3,0.7,11.2,24.1,8,2.3,10.2,0.185,3.7,-1,3.1
"113","Carlos Boozer",2008,"PF",26,"UTA",81,34.9,8.8,16,0.547,0,0,0,8.8,16,0.547,0.547,3.6,4.9,0.738,2.4,8,10.4,2.9,1.2,0.5,2.6,3.6,21.1,2827,21.9,0.581,0.001,0.303,8.6,27.7,14.2,1.8,1.2,12.5,26.6,5.9,4.3,10.2,0.173,1.9,1.3,3.7
"114","Carmelo Anthony",2007,"SF",22,"DEN",65,38.2,10.6,22.4,0.476,0.6,2.3,0.268,10,20.1,0.499,0.489,7.1,8.7,0.808,2.2,3.8,6,3.8,1.2,0.4,3.6,3.1,28.9,2486,22.1,0.552,0.103,0.391,6.6,11.1,19.2,1.5,0.7,12.1,33.4,5.2,2.1,7.3,0.14,3.1,-1.1,2.5
"115","Carmelo Anthony",2008,"SF",23,"DEN",77,36.4,9.5,19.2,0.492,0.8,2.1,0.354,8.7,17.1,0.509,0.511,6,7.7,0.786,2.3,5.1,7.4,3.4,1.3,0.5,3.3,3.3,25.7,2806,21.1,0.568,0.111,0.398,7,14.9,16.1,1.7,1,12.7,30.2,5.2,3,8.2,0.14,2.2,-0.6,2.6
"116","Carmelo Anthony",2010,"SF",25,"DEN",69,38.2,10,21.8,0.458,0.9,2.7,0.316,9.1,19.1,0.478,0.478,7.4,8.9,0.83,2.2,4.4,6.6,3.2,1.3,0.4,3,3.3,28.2,2634,22.2,0.548,0.125,0.407,6.7,13.1,15.9,1.7,0.9,10.6,33.4,5.6,2.4,7.9,0.145,2.7,-1.3,2.3
"118","Carmelo Anthony",2011,"SF",26,"TOT",77,35.7,8.9,19.5,0.455,1.2,3.3,0.378,7.6,16.3,0.47,0.487,6.6,7.9,0.838,1.5,5.8,7.3,2.9,0.9,0.6,2.7,2.9,25.6,2751,21.7,0.557,0.167,0.403,5,18.3,14.7,1.2,1.3,10.4,32,5.4,2.5,7.9,0.138,1.8,-1.3,1.8
"120","Carmelo Anthony",2012,"SF",27,"NYK",55,34.1,8,18.6,0.43,1.2,3.7,0.335,6.8,14.9,0.454,0.463,5.4,6.7,0.804,1.6,4.7,6.3,3.6,1.1,0.4,2.6,2.8,22.6,1876,21.1,0.525,0.198,0.358,5.4,15.9,21,1.7,1,10.8,31.8,3.7,2.6,6.2,0.16,2.9,0,2.3
"121","Carmelo Anthony",2013,"PF",28,"NYK",67,37,10,22.2,0.449,2.3,6.2,0.379,7.6,16,0.476,0.502,6.3,7.6,0.83,2,4.9,6.9,2.6,0.8,0.5,2.6,3.1,28.7,2482,24.8,0.56,0.278,0.344,6.1,15.9,14.1,1.1,1.1,9.3,35.6,7.5,2,9.5,0.184,4.7,-2.3,2.8
"122","Carmelo Anthony",2014,"PF",29,"NYK",77,38.7,9.6,21.3,0.452,2.2,5.4,0.402,7.5,15.9,0.469,0.503,6,7,0.848,1.9,6.2,8.1,3.1,1.2,0.7,2.6,2.9,27.4,2982,24.4,0.561,0.253,0.329,5.6,19.4,15.8,1.7,1.5,9.5,32.4,8.1,2.5,10.7,0.172,4.6,-1,4.2
"123","Carmelo Anthony",2015,"SF",30,"NYK",40,35.7,9,20.2,0.444,1.5,4.5,0.341,7.4,15.7,0.474,0.482,4.7,5.9,0.797,1.8,4.8,6.6,3.1,1,0.4,2.2,2.2,24.2,1428,21.5,0.531,0.222,0.294,5.7,16,18,1.5,1,8.9,32.2,2.2,0.6,2.9,0.097,3.5,-2.2,1.2
"124","Carmelo Anthony",2016,"SF",31,"NYK",72,35.1,7.9,18.2,0.434,1.5,4.3,0.339,6.4,13.8,0.463,0.474,4.6,5.6,0.829,1.4,6.4,7.8,4.2,0.9,0.5,2.4,2.5,21.8,2530,20.3,0.53,0.237,0.308,4.3,19.5,21.9,1.3,1.1,10.6,29.7,3.9,2.5,6.4,0.121,2.8,-0.2,2.9
"125","Carmelo Anthony",2017,"SF",32,"NYK",74,34.3,8.1,18.8,0.433,2,5.7,0.359,6.1,13.1,0.466,0.488,4.1,4.9,0.833,0.8,5.1,5.9,2.9,0.8,0.5,2.1,2.7,22.4,2538,17.9,0.535,0.303,0.263,2.6,16,14.5,1.2,1.1,9,29.1,3.2,1.5,4.7,0.089,1.5,-2.2,0.8
"126","Caron Butler",2007,"SF",26,"WAS",63,39.3,7.2,15.5,0.463,0.3,1.1,0.25,6.9,14.3,0.48,0.472,4.5,5.2,0.863,2.3,5.1,7.4,3.7,2.1,0.3,2.9,3,19.1,2474,18.3,0.537,0.074,0.336,6.6,15.3,15.9,2.8,0.5,13.9,23.1,3.4,1.9,5.3,0.103,1.4,0.5,2.5
"127","Charles Barkley",1987,"PF",23,"PHI",68,40.3,8.2,13.8,0.594,0.3,1.5,0.202,7.9,12.3,0.643,0.606,6.3,8.3,0.761,5.7,8.9,14.6,4.9,1.8,1.5,4.7,3.7,23,2740,25.1,0.66,0.111,0.602,16.7,24.8,19,2.1,2.2,21.4,23.1,7.7,4.3,12,0.21,6.4,2.9,7.7
"128","Charles Barkley",1988,"PF",24,"PHI",80,39.6,9.4,16,0.587,0.6,2,0.28,8.9,14.1,0.63,0.604,8.9,11.9,0.751,4.8,7.1,11.9,3.2,1.3,1.3,3.8,3.5,28.3,3170,27.6,0.665,0.122,0.741,14,20.8,14.1,1.6,1.9,15.2,26.7,13.4,3.3,16.7,0.253,8.3,0.7,8.7
"129","Charles Barkley",1989,"PF",25,"PHI",79,39.1,8.9,15.3,0.579,0.4,2.1,0.216,8.4,13.2,0.636,0.594,7.6,10.1,0.753,5.1,7.4,12.5,4.1,1.6,0.8,3.2,3.3,25.8,3088,27,0.653,0.134,0.661,14.5,21.3,16,2,1.3,14,24.4,13.2,2.9,16.1,0.25,8.5,1.3,9.2
"130","Charles Barkley",1990,"SF",26,"PHI",79,39.1,8.9,14.9,0.6,0.3,1.2,0.217,8.7,13.7,0.632,0.608,7.1,9.4,0.749,4.6,6.9,11.5,3.9,1.9,0.6,3.1,3.2,25.2,3085,27.1,0.661,0.078,0.632,13.4,20,15.6,2.4,1,13.9,24,13.1,4.2,17.3,0.269,8,1.7,9.2
"131","Charles Barkley",1991,"SF",27,"PHI",67,37.3,9.9,17.4,0.57,0.7,2.3,0.284,9.3,15.1,0.614,0.589,7.1,9.8,0.722,3.9,6.3,10.2,4.2,1.6,0.5,3.1,2.6,27.6,2498,28.9,0.635,0.133,0.564,11.8,18.6,20.6,2.2,0.8,12.6,29.1,10.3,3.1,13.4,0.258,9,0.9,7.4
"132","Charles Barkley",1992,"SF",28,"PHI",75,38.4,8.3,15,0.552,0.4,1.8,0.234,7.9,13.2,0.597,0.567,6.1,8.7,0.695,3.6,7.5,11.1,4.1,1.8,0.6,3.1,2.6,23.1,2881,24.5,0.612,0.122,0.58,10.9,22,18.1,2.4,0.9,14.3,25.1,8.6,3.7,12.3,0.205,5.9,1.5,6.9
"133","Charles Barkley",1993,"PF",29,"PHO",76,37.6,9.4,18.1,0.52,0.9,2.9,0.305,8.5,15.2,0.561,0.545,5.9,7.7,0.765,3.1,9.1,12.2,5.1,1.6,1,3.1,2.6,25.6,2859,25.9,0.596,0.16,0.423,9.5,26.3,21.2,2,1.6,12.5,26.9,9.6,4.8,14.4,0.242,5.9,2.4,7.5
"134","Charles Barkley",1995,"PF",31,"PHO",68,35,8.1,16.8,0.486,1.1,3.2,0.338,7.1,13.6,0.521,0.518,5.6,7.5,0.748,3,8.1,11.1,4.1,1.6,0.7,2.2,3,23,2382,25.2,0.572,0.192,0.444,9.8,26.8,18.9,2.3,1.4,9.9,27.5,7.4,3.3,10.6,0.214,4.9,1.6,5.1
"135","Charles Barkley",1996,"PF",32,"PHO",71,37.1,8.2,16.3,0.5,0.7,2.5,0.28,7.5,13.9,0.539,0.521,6.2,8,0.777,3.4,8.1,11.5,3.7,1.6,0.8,3.1,2.9,23.2,2632,24.8,0.585,0.151,0.488,10.9,25,17.4,2.2,1.6,13.4,27.5,7,3.5,10.5,0.191,4.5,1.4,5.2
"136","Charles Oakley",1994,"PF",30,"NYK",82,35.8,4.4,9.3,0.478,0,0,0,4.4,9.2,0.48,0.478,3,3.8,0.776,4.3,7.5,11.8,2.7,1.3,0.2,2.4,3.6,11.8,2932,15.3,0.54,0.004,0.412,13.8,23.3,11.3,1.9,0.4,17.7,16.3,3.7,6.8,10.5,0.172,0.2,3.8,4.4
"137","Chauncey Billups",2006,"PG",29,"DET",81,36.1,5.2,12.5,0.418,2.3,5.2,0.433,3,7.2,0.407,0.509,5.7,6.4,0.894,0.5,2.6,3.1,8.6,0.9,0.1,2.1,2,18.5,2925,23.4,0.602,0.42,0.514,1.6,8.7,39.3,1.3,0.2,12,22.9,12.7,2.8,15.5,0.254,6.9,-2.2,4.9
"138","Chauncey Billups",2007,"PG",30,"DET",70,36.2,5,11.6,0.427,1.6,4.5,0.345,3.4,7.1,0.479,0.494,5.5,6.2,0.883,0.3,3.1,3.4,7.2,1.2,0.2,2,2.3,17,2533,21.3,0.591,0.388,0.536,1.1,10,32.9,1.8,0.5,12.2,21.5,8.7,2.7,11.4,0.216,5.4,-0.9,4.1
"139","Chauncey Billups",2008,"PG",31,"DET",78,32.3,5,11.2,0.448,1.8,4.4,0.401,3.3,6.9,0.479,0.526,5.1,5.6,0.918,0.5,2.2,2.7,6.8,1.3,0.2,2.1,1.7,17,2522,23.6,0.619,0.39,0.498,2,8.1,34.7,2.2,0.5,13,23,10.2,3.4,13.5,0.257,6.8,-0.7,5.2
"141","Chauncey Billups",2009,"PG",32,"TOT",79,35.3,5.2,12.4,0.418,2.1,5,0.408,3.1,7.4,0.425,0.501,5.3,5.8,0.913,0.4,2.6,3,6.4,1.2,0.2,2.2,2,17.7,2789,18.8,0.592,0.405,0.467,1.4,8.4,28.9,1.7,0.5,13,21.7,7.9,2.2,10.1,0.174,4.2,-1.7,3.2
"143","Chauncey Billups",2010,"PG",33,"DEN",73,34.1,5.5,13.2,0.418,2.2,5.6,0.386,3.4,7.6,0.441,0.499,6.4,7,0.91,0.3,2.8,3.1,5.6,1.1,0.1,2.4,2.1,19.5,2490,20.2,0.601,0.423,0.532,1.2,9.3,26.1,1.7,0.3,13,24.3,7.7,1.7,9.5,0.182,5,-1.9,3.2
"144","Chris Bosh",2006,"C",21,"TOR",70,39.3,7.8,15.5,0.505,0,0.2,0,7.8,15.3,0.511,0.505,6.8,8.3,0.816,2.9,6.3,9.2,2.6,0.7,1.1,2.2,3,22.5,2751,23.2,0.585,0.012,0.534,8.7,20.6,11.8,1,2.3,10.5,25.2,8.7,1.1,9.8,0.17,2.8,-0.3,3.1
"145","Chris Bosh",2007,"C",22,"TOR",69,38.5,7.9,15.9,0.496,0.2,0.5,0.343,7.7,15.3,0.501,0.502,6.7,8.6,0.785,2.7,8,10.7,2.5,0.6,1.3,2.6,2.4,22.6,2658,22.6,0.577,0.032,0.539,8.1,24.8,11.7,0.8,2.6,11.7,26.7,6.1,3.5,9.6,0.174,1.3,1.3,3.1
"146","Chris Bosh",2008,"C",23,"TOR",67,36.2,7.6,15.3,0.494,0.1,0.4,0.4,7.4,15,0.496,0.499,7,8.3,0.844,2.6,6.1,8.7,2.6,0.9,1,2.3,2.3,22.3,2425,23.8,0.588,0.024,0.544,8.4,20.1,12.1,1.4,2.2,10.7,27.7,7,3.1,10.1,0.2,2.7,1,3.5
"147","Chris Bosh",2010,"C",25,"TOR",70,36.1,8.6,16.5,0.518,0.1,0.3,0.364,8.5,16.2,0.521,0.522,6.7,8.4,0.797,2.9,7.9,10.8,2.4,0.6,1,2.4,2.4,24,2526,25,0.592,0.019,0.509,9.9,25.2,11.5,0.9,2.1,10.7,28.7,7.9,1.7,9.6,0.182,3,-0.7,2.7
"148","Chris Bosh",2011,"PF",26,"MIA",77,36.3,6.8,13.7,0.496,0.1,0.3,0.24,6.7,13.4,0.502,0.499,5,6.1,0.815,1.8,6.5,8.3,1.9,0.8,0.6,1.8,2.2,18.7,2795,19.4,0.569,0.024,0.446,6.4,20,8.9,1.1,1.4,9.8,23.5,6.1,4.3,10.3,0.177,0.1,0.3,1.7
"149","Chris Bosh",2012,"PF",27,"MIA",57,35.2,6.9,14.2,0.487,0.2,0.6,0.286,6.7,13.5,0.496,0.493,4,4.9,0.821,1.6,6.3,7.9,1.8,0.9,0.8,2.1,2.2,18,2007,18.9,0.551,0.043,0.346,5.8,20.5,9.1,1.3,1.8,11.2,24.2,3.6,3.3,6.9,0.165,-0.3,0.3,1
"150","Chris Bosh",2013,"C",28,"MIA",74,33.2,6.6,12.3,0.535,0.3,1,0.284,6.3,11.3,0.557,0.546,3.3,4.1,0.798,1.8,5,6.8,1.7,0.9,1.4,1.7,2.3,16.6,2454,20,0.592,0.082,0.333,7,17.6,8.4,1.4,3.4,11,22.7,5.6,3.4,9,0.175,0.6,0.6,2
"151","Chris Bosh",2014,"C",29,"MIA",79,32,6.2,12.1,0.516,0.9,2.8,0.339,5.3,9.3,0.569,0.555,2.8,3.4,0.82,1.2,5.4,6.6,1.1,1,1,1.6,2.4,16.2,2531,19,0.597,0.229,0.285,5.1,20.3,5.8,1.7,2.7,10.4,22.6,4.6,3.4,8,0.152,0.5,0,1.6
"152","Chris Bosh",2015,"C",30,"MIA",44,35.4,7.8,16.9,0.46,1.4,3.8,0.375,6.4,13.1,0.485,0.503,4.1,5.3,0.772,1,6,7,2.2,0.9,0.6,2.2,1.6,21.1,1556,19.8,0.548,0.226,0.311,3.6,20,12,1.4,1.4,10.1,28.4,2.1,1.5,3.6,0.111,1,-1,0.8
"154","Chris Gatling",1997,"PF",29,"TOT",47,27.3,7,13.3,0.525,0,0.1,0.167,6.9,13.1,0.528,0.526,5,7,0.717,2.9,5,7.9,0.6,0.8,0.7,2.6,2.9,19,1283,23.9,0.58,0.01,0.528,11.9,21.7,4.7,1.6,1.9,13.5,31.7,2.4,1.5,3.9,0.145,0,-2.6,-0.2
